river_basin,plant_id,datetime,reservoir_level_m,inflow_m3s,rainfall_mm,temperature_c
Basin_B,H02,2024-01-31 00:00:00,981.462,215.202,0.418,18.085
Basin_A,H01,2024-11-20 15:45:00,1249.242,169.671,0.0,15.377
Basin_C,H03,2024-02-16 17:30:00,3100.789,155.768,0.767,17.013
Basin_A,H01,2024-05-25 07:45:00,1251.249,267.774,0.321,20.929
Basin_A,H01,2024-03-13 18:15:00,1252.59,289.819,0.747,22.034
Basin_C,H03,2024-03-16 22:15:00,3101.248,152.757,0.835,17.838
Basin_B,H02,2024-11-03 05:00:00,980.258,149.384,0.073,12.739
Basin_C,H03,2024-05-15 22:00:00,3098.702,134.592,0.166,17.223
Basin_B,H02,2024-07-24 11:15:00,981.365,136.4,0.015,14.671
Basin_B,H02,2024-10-05 17:15:00,978.524,118.402,0.086,11.867
Basin_C,H03,2024-03-11 11:45:00,3101.698,171.95,1.399,17.987
Basin_B,H02,2024-09-21 08:30:00,979.768,109.011,0.103,12.723
Basin_A,H01,2024-02-22 13:30:00,1251.005,268.338,0.557,21.294
Basin_B,H02,2024-09-10 16:30:00,981.256,113.787,0.336,11.558
Basin_A,H01,2024-09-26 03:15:00,1250.029,160.97,0.166,12.568
Basin_A,H01,2024-12-20 13:45:00,1249.788,208.629,1.286,18.039
Basin_C,H03,2024-10-27 17:30:00,3095.735,93.342,0.298,10.029
Basin_A,H01,2024-11-10 15:15:00,1250.155,165.162,0.0,15.415
Basin_C,H03,2024-09-10 17:00:00,3094.961,76.855,0.15,10.26
Basin_B,H02,2024-10-14 04:00:00,979.315,119.254,0.0,12.112
Basin_B,H02,2024-12-20 08:45:00,980.94,184.357,0.395,15.163
Basin_C,H03,2024-08-15 14:00:00,3095.041,81.807,0.0,10.672
Basin_B,H02,2024-12-04 17:15:00,980.8,163.063,0.144,14.457
Basin_B,H02,2024-06-23 19:00:00,979.983,172.79,0.278,17.231
Basin_A,H01,2024-05-08 02:30:00,1251.734,276.916,0.375,20.818
Basin_B,H02,2024-03-11 08:45:00,982.115,241.411,1.061,18.923
Basin_A,H01,2024-07-04 09:45:00,1248.863,211.8,0.134,18.049
Basin_C,H03,2024-12-05 14:15:00,3095.174,105.685,0.589,12.581
Basin_B,H02,2024-06-02 07:00:00,978.838,187.379,0.351,18.405
Basin_B,H02,2024-06-03 09:45:00,978.927,189.458,0.229,16.825
Basin_A,H01,2024-10-19 08:30:00,1249.942,145.434,0.0,14.4
Basin_B,H02,2024-08-06 16:30:00,981.244,123.997,0.171,13.918
Basin_B,H02,2024-05-05 18:15:00,980.906,211.765,0.476,20.46
Basin_A,H01,2024-04-23 01:45:00,1252.591,286.709,0.509,22.263
Basin_C,H03,2024-10-24 12:00:00,3095.643,88.889,1.249,9.983
Basin_C,H03,2024-05-02 01:15:00,3100.132,145.778,0.141,16.684
Basin_A,H01,2024-09-24 21:30:00,1249.859,139.934,0.0,13.009
Basin_C,H03,2024-06-23 00:15:00,3097.152,108.25,0.032,14.553
Basin_A,H01,2024-05-16 13:00:00,1251.251,271.399,0.534,19.796
Basin_A,H01,2024-12-06 01:15:00,1248.153,182.686,0.413,15.379
Basin_C,H03,2024-05-24 10:15:00,3097.64,131.183,0.027,16.903
Basin_A,H01,2024-04-10 09:45:00,1252.557,294.534,0.397,22.277
Basin_C,H03,2024-05-17 00:15:00,3098.478,128.512,0.16,17.125
Basin_B,H02,2024-06-15 07:30:00,979.905,181.636,0.303,16.949
Basin_B,H02,2024-01-14 18:30:00,980.364,204.603,0.735,17.51
Basin_A,H01,2024-02-08 09:30:00,1250.608,282.698,0.89,21.067
Basin_A,H01,2024-03-15 07:00:00,1252.749,297.486,0.463,22.2
Basin_B,H02,2024-09-05 04:15:00,981.319,129.882,0.0,12.651
Basin_A,H01,2024-11-25 18:45:00,1249.195,168.796,0.069,16.431
Basin_A,H01,2024-05-05 20:00:00,1251.848,291.438,0.396,22.515
Basin_C,H03,2024-04-24 14:30:00,3100.565,142.849,0.213,17.138
Basin_C,H03,2024-07-12 02:45:00,3096.977,92.401,0.0,12.806
Basin_C,H03,2024-02-15 12:45:00,3100.643,159.332,-0.505,16.58
Basin_C,H03,2024-03-04 22:00:00,3101.036,157.314,0.455,17.534
Basin_B,H02,2024-03-12 12:45:00,982.152,241.751,0.445,20.103
Basin_A,H01,2024-06-29 23:00:00,1248.834,224.177,0.535,18.243
Basin_C,H03,2024-01-09 10:15:00,3100.759,145.239,0.428,15.574
Basin_A,H01,2024-04-22 15:15:00,1252.711,293.104,0.929,21.366
Basin_A,H01,2024-07-13 10:00:00,1248.735,197.216,0.389,17.641
Basin_C,H03,2024-07-26 01:00:00,3095.828,94.674,0.361,12.033
Basin_C,H03,2024-03-26 05:15:00,3101.474,158.987,0.449,18.298
Basin_B,H02,2024-11-19 15:30:00,980.305,145.907,0.067,12.995
Basin_A,H01,2024-11-07 11:15:00,1249.83,156.268,0.4,14.673
Basin_C,H03,2024-02-23 15:00:00,3101.332,168.705,0.425,17.879
Basin_B,H02,2024-02-08 05:30:00,981.322,231.967,0.721,18.158
Basin_C,H03,2024-05-15 15:15:00,3098.807,137.072,0.119,16.214
Basin_B,H02,2024-04-11 21:30:00,982.332,232.136,0.432,19.702
Basin_B,H02,2024-07-24 13:00:00,981.395,132.87,0.0,14.556
Basin_B,H02,2024-04-18 11:00:00,981.767,222.696,0.647,19.961
Basin_C,H03,2024-01-21 14:45:00,3100.875,157.125,0.693,15.235
Basin_A,H01,2024-09-26 08:15:00,1249.634,147.986,0.142,13.907
Basin_B,H02,2024-03-22 16:00:00,982.342,247.156,0.703,20.028
Basin_A,H01,2024-10-15 11:45:00,1249.512,144.408,0.188,13.972
Basin_A,H01,2024-02-16 08:45:00,1250.929,272.618,1.125,20.606
Basin_C,H03,2024-09-08 18:15:00,3095.159,83.138,0.134,9.068
Basin_C,H03,2024-04-03 05:45:00,3101.621,155.878,0.41,18.658
Basin_A,H01,2024-06-02 22:15:00,1250.527,250.574,0.26,18.561
Basin_B,H02,2024-06-09 18:15:00,979.677,180.44,0.098,17.433
Basin_A,H01,2024-01-29 13:15:00,1250.601,259.55,0.388,20.072
Basin_B,H02,2024-10-11 14:45:00,978.489,115.499,0.0,10.779
Basin_B,H02,2024-02-27 04:45:00,981.329,219.158,0.458,19.508
Basin_A,H01,2024-01-18 21:30:00,1250.405,247.674,0.664,17.994
Basin_A,H01,2024-10-16 14:15:00,1249.598,146.987,0.06,13.874
Basin_A,H01,2024-12-10 16:00:00,1249.066,187.581,0.06,16.844
Basin_B,H02,2024-09-23 01:00:00,979.535,116.279,0.086,12.314
Basin_A,H01,2024-05-04 11:45:00,1251.508,269.298,0.397,20.299
Basin_C,H03,2024-04-02 08:15:00,3102.094,164.97,0.316,18.046
Basin_C,H03,2024-10-31 20:45:00,3096.256,-100.702,0.552,9.891
Basin_C,H03,2024-03-03 07:30:00,3101.14,159.241,0.439,17.429
Basin_A,H01,2024-03-18 00:45:00,1252.315,283.927,0.795,21.511
Basin_A,H01,2024-10-05 01:00:00,1249.794,148.685,0.0,13.66
Basin_C,H03,2024-02-10 13:00:00,3100.701,159.755,0.551,17.33
Basin_C,H03,2024-07-24 17:15:00,3095.577,75.177,0.055,12.601
Basin_A,H01,2024-05-27 20:45:00,1250.599,262.179,0.399,20.387
Basin_C,H03,2024-06-24 14:30:00,3097.506,105.729,0.0,13.547
Basin_B,H02,2024-03-08 18:00:00,981.256,234.904,0.59,19.523
Basin_A,H01,2024-05-13 04:30:00,1252.193,278.587,0.411,21.666
Basin_C,H03,2024-08-09 06:30:00,3095.68,100.625,0.1,12.135
Basin_A,H01,2024-05-18 16:30:00,1251.124,276.882,0.382,20.668
Basin_A,H01,2024-03-08 02:45:00,1252.125,296.229,0.504,21.858
Basin_A,H01,2024-04-15 01:15:00,1252.519,295.681,0.395,22.593
Basin_A,H01,2024-03-11 23:45:00,1252.191,293.352,0.462,21.255
Basin_A,H01,2024-03-01 18:00:00,1251.954,280.065,0.65,20.858
Basin_B,H02,2024-11-17 14:15:00,980.945,143.554,0.064,13.788
Basin_C,H03,2024-04-08 06:15:00,3101.124,149.845,1.01,16.865
Basin_C,H03,2024-06-16 07:30:00,3097.442,108.719,0.0,14.107
Basin_B,H02,2024-11-11 05:45:00,981.304,143.64,0.116,12.577
Basin_C,H03,2024-11-29 18:15:00,3095.593,108.53,0.469,11.6
Basin_C,H03,2024-10-17 22:00:00,3095.257,78.434,0.07,10.046
Basin_A,H01,2024-01-20 09:00:00,1250.192,245.115,0.552,19.822
Basin_A,H01,2024-08-14 11:45:00,1249.974,165.345,0.202,14.373
Basin_B,H02,2024-12-19 20:30:00,980.824,179.735,0.226,15.504
Basin_B,H02,2024-01-06 21:00:00,980.216,204.934,0.474,18.386
Basin_A,H01,2024-07-03 04:00:00,1249.165,220.314,0.143,18.218
Basin_A,H01,2024-05-12 19:30:00,1252.064,269.673,0.5,20.178
Basin_A,H01,2024-05-13 01:15:00,1252.29,281.737,1.473,21.567
Basin_A,H01,2024-08-24 08:45:00,1250.508,160.384,0.08,14.751
Basin_A,H01,2024-06-14 15:30:00,1249.508,248.675,0.24,18.645
Basin_B,H02,2024-02-14 22:30:00,980.985,225.787,0.429,19.795
Basin_A,H01,2024-03-03 01:45:00,1252.433,300.289,0.705,21.051
Basin_C,H03,2024-04-28 15:45:00,3100.339,163.802,0.372,17.362
Basin_A,H01,2024-07-15 09:15:00,1249.099,204.21,0.067,16.966
Basin_B,H02,2024-08-03 06:30:00,981.406,136.281,0.408,13.252
Basin_A,H01,2024-11-06 06:30:00,1250.027,152.321,0.0,14.547
Basin_B,H02,2024-09-14 06:45:00,979.99,103.273,0.0,12.482
Basin_C,H03,2024-08-08 04:00:00,3095.374,85.523,0.0,11.211
Basin_B,H02,2024-01-18 13:45:00,980.989,213.776,0.962,16.953
Basin_C,H03,2024-06-04 02:30:00,3096.755,105.862,0.32,15.557
Basin_C,H03,2024-07-18 09:15:00,3096.495,100.989,0.0,12.894
Basin_A,H01,2024-09-01 17:45:00,1249.702,148.164,0.172,13.945
Basin_C,H03,2024-04-19 22:30:00,3101.407,152.167,0.28,18.757
Basin_B,H02,2024-09-03 11:15:00,980.919,107.259,0.0,12.252
Basin_C,H03,2024-12-30 02:00:00,3095.353,132.571,0.363,14.75
Basin_B,H02,2024-02-07 00:15:00,981.339,219.002,0.428,18.135
Basin_A,H01,2024-01-29 17:00:00,1250.613,257.94,0.81,20.428
Basin_C,H03,2024-02-23 20:15:00,3101.442,164.101,0.524,17.623
Basin_A,H01,2024-06-15 09:30:00,1249.252,-246.285,0.413,19.372
Basin_A,H01,2024-11-15 15:45:00,1249.915,162.864,0.213,14.759
Basin_A,H01,2024-02-19 21:00:00,1250.522,265.73,0.908,20.667
Basin_B,H02,2024-04-30 15:45:00,981.471,213.851,0.748,18.726
Basin_C,H03,2024-03-17 04:45:00,3101.276,154.519,0.325,17.716
Basin_C,H03,2024-03-07 18:30:00,3100.974,157.922,0.44,16.854
Basin_B,H02,2024-09-13 16:45:00,980.6,123.732,1.006,11.945
Basin_C,H03,2024-11-15 06:45:00,3094.527,96.722,0.803,10.076
Basin_B,H02,2024-10-12 18:00:00,979.005,124.152,0.0,12.083
Basin_B,H02,2024-04-16 23:15:00,982.092,238.69,0.879,18.579
Basin_C,H03,2024-03-13 13:30:00,3101.087,153.447,0.4,18.168
Basin_C,H03,2024-06-07 02:15:00,3097.427,120.717,0.0,16.335
Basin_B,H02,2024-01-23 09:00:00,981.106,221.714,0.595,17.294
Basin_A,H01,2024-03-17 23:15:00,1252.629,299.626,0.962,21.928
Basin_C,H03,2024-12-01 16:30:00,3096.081,121.776,0.739,11.402
Basin_A,H01,2024-08-12 15:45:00,1249.827,159.868,0.046,13.981
Basin_B,H02,2024-07-27 09:15:00,981.545,141.88,0.0,14.388
Basin_A,H01,2024-12-28 13:45:00,1250.175,218.487,0.225,18.151
Basin_C,H03,2024-04-16 16:00:00,3101.499,157.945,0.255,18.63
Basin_C,H03,2024-02-18 07:15:00,3101.164,165.806,0.408,17.955
Basin_C,H03,2024-08-16 09:30:00,3095.379,90.251,0.01,10.35
Basin_B,H02,2024-10-02 04:15:00,978.916,117.835,0.208,12.712
Basin_C,H03,2024-02-28 23:15:00,3101.338,170.508,0.564,16.967
Basin_C,H03,2024-02-25 05:30:00,3101.484,165.548,0.398,17.514
Basin_C,H03,2024-08-22 23:00:00,3095.055,78.986,0.0,11.139
Basin_B,H02,2024-11-05 11:15:00,980.345,134.9,0.587,12.444
Basin_B,H02,2024-03-28 12:00:00,982.215,236.969,0.488,19.44
Basin_B,H02,2024-05-09 02:00:00,980.841,214.123,0.36,20.183
Basin_B,H02,2024-07-05 23:45:00,980.498,147.267,0.085,16.094
Basin_A,H01,2024-12-05 12:45:00,1248.478,191.383,0.509,16.63
Basin_C,H03,2024-07-31 18:45:00,3095.8,81.835,0.108,11.711
Basin_B,H02,2024-03-13 05:00:00,982.316,248.632,0.504,20.261
Basin_C,H03,2024-08-20 10:00:00,3094.991,73.492,0.0,10.242
Basin_A,H01,2024-03-06 00:15:00,1251.941,284.104,0.408,21.767
Basin_A,H01,2024-04-03 06:15:00,1253.056,293.651,0.515,22.806
Basin_B,H02,2024-04-03 21:30:00,982.127,234.55,0.627,20.32
Basin_A,H01,2024-06-09 02:00:00,1250.279,246.976,0.277,20.787
Basin_C,H03,2024-11-05 00:15:00,3095.571,105.048,0.919,11.19
Basin_A,H01,2024-07-08 10:15:00,1249.077,207.037,0.3,17.949
Basin_B,H02,2024-12-24 16:30:00,980.543,187.689,0.556,15.766
Basin_A,H01,2024-11-12 17:15:00,1249.996,168.393,1.075,13.737
Basin_A,H01,2024-10-20 14:30:00,1249.75,151.879,0.105,13.007
Basin_B,H02,2024-08-11 14:15:00,981.478,129.067,0.0,14.346
Basin_B,H02,2024-05-03 10:15:00,981.118,215.395,0.47,19.247
Basin_C,H03,2024-11-10 16:15:00,3094.696,108.54,0.391,11.847
Basin_B,H02,2024-12-13 07:30:00,981.477,180.682,0.238,14.836
Basin_B,H02,2024-07-25 20:00:00,981.729,143.866,0.164,14.289
Basin_B,H02,2024-05-09 12:15:00,980.961,219.779,0.255,18.512
Basin_C,H03,2024-11-13 10:30:00,3094.596,104.192,0.239,11.091
Basin_A,H01,2024-10-09 18:15:00,,145.662,0.0,14.925
Basin_C,H03,2024-02-11 03:00:00,3100.915,155.745,0.59,16.243
Basin_A,H01,2024-11-06 16:30:00,1250.126,162.027,0.282,14.618
Basin_A,H01,2024-01-18 20:30:00,1250.233,240.205,0.205,19.986
Basin_C,H03,2024-07-31 04:45:00,3095.706,85.842,0.484,12.404
Basin_A,H01,2024-07-20 13:15:00,1249.267,197.702,0.195,16.655
Basin_A,H01,2024-01-05 23:00:00,1250.262,230.061,0.369,18.59
Basin_C,H03,2024-06-20 06:00:00,3096.97,92.327,0.0,14.019
Basin_C,H03,2024-01-05 21:30:00,3100.788,149.78,0.448,14.155
Basin_C,H03,2024-11-15 15:45:00,3094.596,98.054,0.577,12.154
Basin_B,H02,2024-07-05 15:45:00,980.713,163.23,0.608,15.361
Basin_A,H01,2024-04-04 23:45:00,1253.253,305.125,0.515,22.19
Basin_C,H03,2024-07-08 00:30:00,3097.031,96.011,0.0,14.458
Basin_C,H03,2024-01-12 17:30:00,3100.661,146.513,1.123,14.593
Basin_C,H03,2024-01-21 01:30:00,3100.901,149.534,0.837,15.51
Basin_B,H02,2024-07-01 02:30:00,980.038,162.615,1.101,15.18
Basin_C,H03,2024-10-28 20:15:00,3095.683,92.184,0.103,10.446
Basin_B,H02,2024-09-20 08:15:00,980.468,118.22,0.591,12.271
Basin_B,H02,2024-08-07 01:45:00,981.45,130.108,0.0,13.064
Basin_C,H03,2024-10-24 02:00:00,3095.408,83.319,0.498,9.884
Basin_C,H03,2024-05-06 16:45:00,3100.233,150.736,0.221,17.355
Basin_C,H03,2024-08-23 10:00:00,3094.958,69.627,0.0,10.574
Basin_A,H01,2024-10-27 02:00:00,1249.654,149.614,0.656,14.485
Basin_C,H03,2024-10-16 06:30:00,3095.52,93.231,0.045,9.255
Basin_B,H02,2024-09-04 22:30:00,981.145,117.974,0.184,13.308
Basin_A,H01,2024-06-04 18:00:00,1250.289,258.629,1.104,19.387
Basin_B,H02,2024-05-14 19:30:00,980.133,200.804,0.825,18.958
Basin_B,H02,2024-04-08 23:15:00,982.576,232.097,1.484,19.406
Basin_B,H02,2024-11-11 06:00:00,981.431,150.53,0.753,13.539
Basin_B,H02,2024-05-05 12:45:00,980.801,206.49,0.369,19.915
Basin_C,H03,2024-08-29 16:15:00,3094.475,74.054,0.047,11.113
Basin_A,H01,2024-08-29 12:30:00,1250.128,162.151,0.092,14.061
Basin_A,H01,2024-08-16 11:30:00,1249.789,169.223,0.0,14.077
Basin_B,H02,2024-11-02 09:00:00,980.18,134.72,0.649,12.819
Basin_B,H02,2024-10-03 05:15:00,978.727,113.217,0.0,13.425
Basin_A,H01,2024-07-11 05:30:00,1248.791,204.905,0.091,16.459
Basin_A,H01,2024-01-05 13:30:00,1249.8,216.381,0.198,17.925
Basin_C,H03,2024-09-03 10:30:00,3094.667,77.518,0.308,10.335
Basin_B,H02,2024-07-08 01:15:00,980.699,146.186,0.148,15.022
Basin_B,H02,2024-10-03 14:00:00,978.688,110.626,0.0,11.697
Basin_C,H03,2024-11-12 10:30:00,3094.696,108.718,0.264,11.329
Basin_C,H03,2024-07-08 09:00:00,3097.178,101.605,0.055,13.146
Basin_B,H02,2024-12-17 10:15:00,981.253,170.696,0.407,14.894
Basin_C,H03,2024-04-02 10:45:00,3101.724,147.246,0.405,19.678
Basin_B,H02,2024-09-28 01:45:00,978.355,112.165,0.407,13.606
Basin_B,H02,2024-09-18 15:15:00,980.045,109.93,0.0,12.542
Basin_C,H03,2024-04-10 23:30:00,3100.596,150.308,0.331,18.039
Basin_A,H01,2024-04-06 21:45:00,1252.655,286.047,0.815,21.637
Basin_A,H01,2024-03-18 02:15:00,1252.61,298.386,0.419,21.736
Basin_A,H01,2024-03-13 05:15:00,1252.314,293.091,1.078,22.547
Basin_C,H03,2024-05-29 00:00:00,3097.203,125.777,0.828,15.449
Basin_A,H01,2024-07-16 14:15:00,1249.002,195.588,0.127,17.261
Basin_C,H03,2024-07-19 13:30:00,3096.32,93.899,0.0,11.928
Basin_A,H01,2024-12-14 01:15:00,1249.25,201.407,0.151,16.815
Basin_A,H01,2024-01-12 15:00:00,1250.341,250.171,0.62,18.528
Basin_C,H03,2024-03-13 08:00:00,3101.244,158.338,0.344,17.845
Basin_C,H03,2024-06-20 23:45:00,3097.16,106.831,0.751,15.344
Basin_C,H03,2024-05-01 22:45:00,3100.008,137.993,0.206,17.319
Basin_B,H02,2024-03-01 05:45:00,981.29,240.702,0.532,19.897
Basin_C,H03,2024-10-28 01:00:00,3095.812,95.745,0.328,10.246
Basin_C,H03,2024-10-25 01:45:00,3095.958,103.306,0.238,10.971
Basin_A,H01,2024-09-05 21:45:00,1249.294,149.364,0.0,13.98
Basin_B,H02,2024-07-01 00:00:00,979.838,154.053,0.569,15.2
Basin_C,H03,2024-06-24 04:30:00,3097.424,114.098,0.0,14.546
Basin_C,H03,2024-09-23 15:15:00,3096.443,87.257,0.0,10.777
Basin_C,H03,2024-08-04 13:30:00,3095.197,72.957,0.251,11.027
Basin_C,H03,2024-01-14 12:30:00,3100.826,154.349,0.717,15.8
Basin_C,H03,2024-09-01 06:30:00,3094.663,83.496,0.458,11.039
Basin_C,H03,2024-10-15 02:30:00,3095.197,82.902,0.063,9.754
Basin_B,H02,2024-06-26 10:45:00,979.867,168.605,0.089,16.262
Basin_A,H01,2024-08-03 07:00:00,1250.322,170.412,0.328,15.703
Basin_A,H01,2024-04-09 14:30:00,1252.952,299.609,0.48,22.998
Basin_A,H01,2024-11-23 19:30:00,1249.393,183.017,0.0,15.356
Basin_C,H03,2024-08-26 22:00:00,3094.5,73.793,0.29,10.478
Basin_B,H02,2024-09-25 16:15:00,978.567,107.529,0.0,10.705
Basin_C,H03,2024-08-29 18:45:00,3094.355,73.394,1.049,11.003
Basin_A,H01,2024-12-25 12:30:00,1249.991,214.815,0.215,18.012
Basin_C,H03,2024-05-18 21:45:00,3099.058,142.101,0.054,16.453
Basin_C,H03,2024-01-26 09:45:00,3100.714,157.415,0.529,15.514
Basin_C,H03,2024-12-31 13:00:00,3095.836,140.846,0.383,12.94
Basin_C,H03,2024-07-23 00:00:00,3095.852,83.483,0.0,13.06
Basin_A,H01,2024-06-20 06:00:00,1248.801,216.852,0.196,20.364
Basin_C,H03,2024-11-29 19:45:00,3095.734,116.908,0.48,11.796
Basin_B,H02,2024-07-11 09:00:00,981.687,145.795,0.592,15.27
Basin_B,H02,2024-03-07 09:45:00,981.292,237.413,0.561,19.66
Basin_C,H03,2024-07-07 22:30:00,3097.086,97.64,0.457,13.9
Basin_C,H03,2024-10-08 23:00:00,3095.496,87.558,0.028,8.93
Basin_B,H02,2024-12-04 19:30:00,980.803,162.196,0.245,13.832
Basin_B,H02,2024-08-02 10:00:00,981.258,132.419,0.055,14.253
Basin_C,H03,2024-08-06 08:00:00,3095.284,76.916,0.231,11.926
Basin_C,H03,2024-08-05 17:30:00,3095.388,82.235,0.0,11.45
Basin_C,H03,2024-03-01 07:45:00,3101.441,170.868,0.439,18.202
Basin_B,H02,2024-02-10 00:00:00,981.069,221.339,0.458,18.068
Basin_A,H01,2024-01-17 03:15:00,1250.072,249.516,0.482,17.298
Basin_C,H03,2024-09-09 00:15:00,3095.103,72.661,0.0,9.952
Basin_B,H02,2024-07-10 04:30:00,981.205,145.353,0.502,15.231
Basin_B,H02,2024-01-20 18:00:00,980.924,204.219,0.646,18.289
Basin_C,H03,2024-06-22 17:30:00,3097.061,106.994,0.63,14.228
Basin_B,H02,2024-08-09 16:45:00,981.561,127.815,0.0,13.184
Basin_B,H02,2024-11-20 11:30:00,980.546,150.365,0.465,13.412
Basin_B,H02,2024-03-11 19:45:00,981.476,226.066,0.44,20.048
Basin_C,H03,2024-05-16 13:30:00,3098.428,123.559,0.669,15.62
Basin_B,H02,2024-11-16 13:15:00,980.442,137.186,0.192,13.111
Basin_A,H01,2024-05-25 08:45:00,1251.228,267.205,0.336,20.61
Basin_C,H03,2024-08-13 23:15:00,3094.793,72.092,0.0,11.277
Basin_C,H03,2024-10-07 17:30:00,3095.674,89.127,0.642,9.407
Basin_A,H01,2024-03-01 00:30:00,1251.786,280.796,0.478,21.016
Basin_C,H03,2024-06-30 08:30:00,3097.778,98.457,0.0,13.907
Basin_B,H02,2024-06-10 16:00:00,979.735,165.763,0.212,16.089
Basin_C,H03,2024-06-25 05:30:00,3097.311,91.694,0.0,15.5
Basin_B,H02,2024-03-07 10:45:00,981.078,226.492,0.434,19.658
Basin_B,H02,2024-12-09 02:15:00,980.568,173.929,0.162,14.959
Basin_B,H02,2024-01-14 11:15:00,980.262,207.943,0.94,16.603
Basin_A,H01,2024-02-20 00:15:00,1250.748,278.782,0.666,20.802
Basin_B,H02,2024-04-13 20:45:00,982.145,219.343,0.348,19.209
Basin_B,H02,2024-05-28 01:45:00,979.498,200.158,0.587,17.148
Basin_A,H01,2024-07-24 13:00:00,1249.825,189.591,0.388,15.877
Basin_B,H02,2024-01-29 01:45:00,981.18,217.08,0.362,18.806
Basin_A,H01,2024-07-30 13:00:00,1250.111,180.24,0.044,15.953
Basin_A,H01,2024-11-16 19:15:00,1249.474,158.016,0.181,15.475
Basin_B,H02,2024-07-10 06:45:00,981.556,157.456,0.011,14.652
Basin_B,H02,2024-12-16 13:45:00,981.412,178.208,0.244,15.013
Basin_C,H03,2024-07-10 14:15:00,3097.38,103.598,0.0,13.552
Basin_C,H03,2024-06-08 07:45:00,3097.053,105.371,0.0,15.063
Basin_A,H01,2024-10-11 17:45:00,1249.732,140.143,0.0,14.416
Basin_B,H02,2024-06-12 13:30:00,979.901,187.895,0.33,18.034
Basin_A,H01,2024-09-21 23:45:00,1249.703,148.099,0.271,13.903
Basin_B,H02,2024-09-01 07:15:00,981.179,117.343,0.351,12.212
Basin_A,H01,2024-01-30 23:00:00,1250.425,252.307,0.688,20.012
Basin_B,H02,2024-04-03 20:00:00,981.989,228.817,0.442,20.406
Basin_C,H03,2024-03-13 05:45:00,3101.377,164.189,0.479,18.54
Basin_B,H02,2024-03-22 15:45:00,982.16,236.972,0.832,20.238
Basin_B,H02,2024-03-22 20:30:00,981.993,235.098,0.395,20.051
Basin_C,H03,2024-11-01 08:15:00,3095.976,88.811,0.485,10.23
Basin_C,H03,2024-05-10 20:45:00,3099.597,145.626,0.166,17.161
Basin_B,H02,2024-04-09 11:15:00,982.79,232.354,0.356,20.116
Basin_A,H01,2024-05-16 04:15:00,1251.564,277.442,0.341,20.513
Basin_B,H02,2024-08-13 10:30:00,981.982,132.946,-0.471,13.222
Basin_B,H02,2024-12-18 20:45:00,981.189,174.216,1.27,14.931
Basin_B,H02,2024-12-24 14:30:00,980.42,181.748,0.258,15.659
Basin_B,H02,2024-10-25 01:00:00,978.99,125.67,0.155,10.924
Basin_A,H01,2024-10-30 19:30:00,1250.143,147.439,0.0,14.326
Basin_B,H02,2024-02-04 21:30:00,981.341,219.956,1.114,19.292
Basin_A,H01,2024-07-25 00:30:00,1249.724,186.746,0.238,16.386
Basin_A,H01,2024-04-08 11:30:00,1253.198,301.029,0.468,23.083
Basin_C,H03,2024-03-05 15:00:00,3100.777,158.31,0.47,17.572
Basin_C,H03,2024-06-05 15:15:00,3097.147,119.011,0.0,15.849
Basin_B,H02,2024-02-27 07:15:00,981.645,233.093,0.475,18.33
Basin_A,H01,2024-06-08 02:00:00,1250.349,250.244,0.373,20.51
Basin_C,H03,2024-06-08 06:15:00,3096.923,98.888,0.412,15.043
Basin_C,H03,2024-01-25 19:30:00,3100.604,151.946,0.461,15.764
Basin_A,H01,2024-04-16 23:00:00,1252.711,293.401,0.914,22.366
Basin_C,H03,2024-04-18 13:30:00,3100.991,144.58,0.668,18.671
Basin_A,H01,2024-12-18 10:15:00,1249.213,203.642,0.367,17.226
Basin_C,H03,2024-02-09 03:00:00,3100.666,161.672,0.399,15.818
Basin_C,H03,2024-04-16 14:45:00,3101.293,149.209,0.211,16.595
Basin_B,H02,2024-03-19 01:30:00,982.379,229.785,0.484,20.453
Basin_A,H01,2024-03-29 21:45:00,1252.991,301.189,0.526,22.293
Basin_A,H01,2024-08-05 18:00:00,1250.166,179.049,0.7,16.015
Basin_B,H02,2024-09-21 06:45:00,979.908,112.919,0.11,12.012
Basin_A,H01,2024-11-01 07:45:00,1250.155,153.548,0.027,15.488
Basin_A,H01,2024-02-25 23:30:00,1251.497,285.728,0.387,20.374
Basin_B,H02,2024-11-05 17:00:00,980.296,134.244,0.041,13.094
Basin_B,H02,2024-05-01 18:00:00,981.489,212.833,0.286,18.984
Basin_A,H01,2024-07-16 15:30:00,1249.205,208.602,0.105,17.378
Basin_B,H02,2024-07-18 00:45:00,982.096,148.098,0.0,15.214
Basin_B,H02,2024-12-18 17:15:00,981.449,183.417,0.283,15.73
Basin_B,H02,2024-03-04 12:15:00,981.114,234.809,0.412,20.553
Basin_B,H02,2024-07-22 01:45:00,981.581,145.194,0.0,14.594
Basin_A,H01,2024-12-22 13:45:00,1250.067,208.627,0.133,17.744
Basin_B,H02,2024-07-02 21:15:00,980.137,154.844,0.118,16.018
Basin_C,H03,2024-03-03 13:30:00,3101.187,163.723,0.458,17.384
Basin_A,H01,2024-06-25 08:15:00,1249.296,232.307,0.163,18.044
Basin_A,H01,2024-12-09 02:45:00,1248.599,199.187,0.264,16.412
Basin_C,H03,2024-07-16 22:45:00,3096.363,92.1,0.0,12.34
